Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Shrub,Non-Native,castor bean,nat,
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Shrub,Non-Native,castor bean,,
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Shrub,Non-Native,castor bean,nat,
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Shrub,Non-Native,castor bean,nat,
20100315154438-912081062.793732,Geranium hanaense,GERHAN,Geraniales,Geraniaceae,Geranium,hanaense,,A. C. Medeiros & H. St. John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Shrub,Native,nohoanu,end,
20100315154438-912471950.054169,Labordia hedyosmifolia,LABHED,Gentianales,Loganiaceae,Labordia,hedyosmifolia,,Baill.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Tree,Native,kāmakahala,end,
20100315154438-912471950.054169,Labordia hedyosmifolia,LABHED,Gentianales,Loganiaceae,Labordia,hedyosmifolia,,Baill.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Native,kāmakahala,end,
20100315154438-912471950.054169,Labordia hedyosmifolia,LABHED,Gentianales,Loganiaceae,Labordia,hedyosmifolia,,Baill.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Tree,Native,kāmakahala,end,
20100315154438-912946999.073029,Achyranthes aspera,ACHASP1,Caryophyllales,Amaranthaceae,Achyranthes,aspera,,L.,Wagner et al. 2012,,Both,,,,AMME,Herb,Native,devil's horsewhip,,
20100315154438-912946999.073029,Achyranthes aspera,ACHASP1,Caryophyllales,Amaranthaceae,Achyranthes,aspera,,L.,Wagner et al. 2012,,Both,,,,NPSA,Herb,Non-Native,tamatama,pol,
20100315154438-912976324.558258,Crotalaria assamica,CROASS1,Fabales,Fabaceae,Crotalaria,assamica,,Benth.,Wagner et al. 2012,"Starr et al., 2002, 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,rattlepod,nat,
20100315154438-912976324.558258,Crotalaria assamica,CROASS1,Fabales,Fabaceae,Crotalaria,assamica,,Benth.,Wagner et al. 2012,"Starr et al., 2002, 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,rattlepod,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Grass,Non-Native,natal redtop,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Grass,Non-Native,natal redtop,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KAHO,Grass,Non-Native,natal redtop,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Grass,Non-Native,natal redtop,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",PUHE,Grass,Non-Native,natal redtop,nat,
20100315154438-913167476.654053,Melinis repens,MELREP,Cyperales,Poaceae,Melinis,repens,,(Willd.) Zizka,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Both,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",PUHO,Grass,Non-Native,natal redtop,nat,
20100315154438-913717567.920685,Dimeria chloridiformis,DIMCHL,Cyperales,Poaceae,Dimeria,chloridiformis,,(Gaud.) K. Shum. & Lauterbach,Yoshioka,,Perennial,,,,WAPA,Graminoid,Native,,,
20100315154438-914054334.163666,Lemna perpusilla,LEMPER,Alismatales,Araceae,Lemna,perpusilla,,,,,Perennial,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,NPSA,,Non-Native,,,
20100315154438-914102613.925934,Coccoloba uvifera,COCUVI1,Polygonales,Polygonaceae,Coccoloba,uvifera,,(L.) L.,Wagner et al. 2012,"Herbst, 1998; Starr et al., 2002; Oppenheimer & Bartlett, 2002; Wysong & Hughes, 2007",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,AMME,Tree,Non-Native,seagrape,,
20100315154438-914102613.925934,Coccoloba uvifera,COCUVI1,Polygonales,Polygonaceae,Coccoloba,uvifera,,(L.) L.,Wagner et al. 2012,"Herbst, 1998; Starr et al., 2002; Oppenheimer & Bartlett, 2002; Wysong & Hughes, 2007",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Tree,Non-Native,,nat,
20100315154438-914102613.925934,Coccoloba uvifera,COCUVI1,Polygonales,Polygonaceae,Coccoloba,uvifera,,(L.) L.,Wagner et al. 2012,"Herbst, 1998; Starr et al., 2002; Oppenheimer & Bartlett, 2002; Wysong & Hughes, 2007",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Tree,Non-Native,,nat,
20100315154438-915882647.037506,Heritiera littoralis,HERLIT,Malvales,Sterculiaceae,Heritiera,littoralis,,Dryand.,Wagner et al. 2012,"Lorence & Flynn, 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,WAPA,,Native,,,
20100315154438-916163980.960846,Phyllanthus saffordii,PHYSAF,Euphorbiales,Phyllanthaceae,Phyllanthus,saffordii,,Merrill,Yoshioka,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,Herb,Native,,,
20100315154438-918389856.815338,Silene gallica,SILGAL,Caryophyllales,Caryophyllaceae,Silene,gallica,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,small-flowered catchfly,nat,
20100315154438-918389856.815338,Silene gallica,SILGAL,Caryophyllales,Caryophyllaceae,Silene,gallica,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,small-flowered catchfly,nat,
20100315154438-918522596.359253,Lupinus hybridus,LUPHYB,Fabales,Fabaceae,Lupinus,hybridus,,Lem.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-919377088.546753,Geodorum densiflorum,GEODEN,Orchidales,Orchidaceae,Geodorum,densiflorum,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,,Native,,,
20100315154438-919403731.822968,Acacia koaia,ACAKOA1,Fabales,Fabaceae,Acacia,koaia,,Hillebr.,Wagner et al. 2012,Wagner et al. 1990; Wagner & Herbst 1999; Rico-Arce 2007,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,,Native,,end,
20100315154438-919498085.975647,Geranium cuneatum ssp. hypoleucum,GERCUN1,Geraniales,Geraniaceae,Geranium,cuneatum,ssp. hypoleucum,Hook.; (A.Gray)  Carlquist & Bissing,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,,end,
20100315154438-921605467.796326,Peperomia latifolia,PEPLAT,Piperales,Piperaceae,Peperomia,latifolia,,Miq.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-921605467.796326,Peperomia latifolia,PEPLAT,Piperales,Piperaceae,Peperomia,latifolia,,Miq.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,,end,
20100315154438-921605467.796326,Peperomia latifolia,PEPLAT,Piperales,Piperaceae,Peperomia,latifolia,,Miq.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-921670317.649841,Carex montis-eeka,CARMON,Cyperales,Cyperaceae,Carex,montis-eeka,,Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Sedge,Native,Carex montis-eeka,end,
20100315154438-921670317.649841,Carex montis-eeka,CARMON,Cyperales,Cyperaceae,Carex,montis-eeka,,Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Sedge,Native,Carex montis-eeka,end,
20100315154438-922954559.326172,Lomariopsis setchellii,LOMSET,Polypodiales,Dryopteridaceae,Lomariopsis,setchellii,,,,,Perennial,,,,NPSA,,Native,,,
20100315154438-923066377.639771,Alternanthera pungens,ALTPUN,Caryophyllales,Amaranthaceae,Alternanthera,pungens,,Kunth,Wagner et al. 2012,"Lorence & Flynn,1999; Oppenheimer & Bartlett, 2002; Oppenheimer & Bartlett, 2000; Starr et al., 2002",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-923066377.639771,Alternanthera pungens,ALTPUN,Caryophyllales,Amaranthaceae,Alternanthera,pungens,,Kunth,Wagner et al. 2012,"Lorence & Flynn,1999; Oppenheimer & Bartlett, 2002; Oppenheimer & Bartlett, 2000; Starr et al., 2002",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,,Non-Native,,nat,
20100315154438-923066377.639771,Alternanthera pungens,ALTPUN,Caryophyllales,Amaranthaceae,Alternanthera,pungens,,Kunth,Wagner et al. 2012,"Lorence & Flynn,1999; Oppenheimer & Bartlett, 2002; Oppenheimer & Bartlett, 2000; Starr et al., 2002",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,,Non-Native,,nat,
20100315154438-923066377.639771,Alternanthera pungens,ALTPUN,Caryophyllales,Amaranthaceae,Alternanthera,pungens,,Kunth,Wagner et al. 2012,"Lorence & Flynn,1999; Oppenheimer & Bartlett, 2002; Oppenheimer & Bartlett, 2000; Starr et al., 2002",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,,Non-Native,,nat,
20100315154438-923445165.157318,Psydrax merrillii,PSYMER,Rubiales,Rubiaceae,Psydrax,merrillii,,"(Setchell) Whistler, comb. nova",Whistler,,,,,,NPSA,Tree,Native,olasina,ind,
20100315154438-923984050.750732,Gossypium hirsutum,GOSHIR,Malvales,Malvaceae,Gossypium,hirsutum,,L.,Wagner et al. 2012,"Starr et al., 2002",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data. Updated life form in xref table from PLANTS database. Up,NPSA,,Native,,,
20100315154438-924441695.213318,Stenogyne microphylla,STEMIC1,Lamiales,Lamiaceae,Stenogyne,microphylla,,Benth.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & Oppenheimer 2008,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-925407052.0401,Pandanus dubius,PANDUB,Pandanales,Pandanaceae,Pandanus,dubius,,Sprengel,Staples,,Perennial,,,,AMME,Tree,Native,pahong,,
20100315154438-925407052.0401,Pandanus dubius,PANDUB,Pandanales,Pandanaceae,Pandanus,dubius,,Sprengel,Staples,,Perennial,,,,WAPA,Tree,Native,pahong,,
20100315154438-925450503.826141,Haplopteris scolopendrina,HAPSCO,Polypodiales,Pteridaceae,Haplopteris,scolopendrina,,,,,,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,NPSA,,Native,,,
20100315154438-926273882.389069,Dubautia menziesii,DUBMEN2,Asterales,Asteraceae,Dubautia,menziesii,,(A. Gray) D. D. Keck,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Shrub,Native,na‘ena‘e,end,
20100315154438-926604449.748993,Lindernia crustacea,LINCRU,Scrophulariales,Plantaginaceae,Lindernia,crustacea,,(L.) F. Muell,Wagner et al. 2012,"Oppenheimer, 2003",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-926604449.748993,Lindernia crustacea,LINCRU,Scrophulariales,Plantaginaceae,Lindernia,crustacea,,(L.) F. Muell,Wagner et al. 2012,"Oppenheimer, 2003",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,,Native,,,
20100315154438-927108645.439148,Cyanea asplenifolia,CYAASP,Campanulales,Campanulaceae,Cyanea,asplenifolia,,(H.Mann) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-927112400.531769,Hemerocallis fulva,HEMFUL,Liliales,Liliaceae,Hemerocallis,fulva,,(L.) L.,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-927593588.829041,Plantago princeps var. laxiflora,PLAPRI,Plantaginales,Plantaginaceae,Plantago,princeps,var. laxiflora,Cham. & Schltdl.; A.Gray,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-927593588.829041,Plantago princeps var. laxiflora,PLAPRI,Plantaginales,Plantaginaceae,Plantago,princeps,var. laxiflora,Cham. & Schltdl.; A.Gray,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-927616536.617279,Phreatia matthewsii,PHRMAT,Zingiberales,Musaceae,Phreatia,matthewsii,,,,,Perennial,2016-10-06T00:00:00Z,Kim Weisenborn,Updated scientific name to Phreatia matthewsii and changed synonym to Phreatia myosurus per Art Whis,NPSA,Herb,Native,,,
20100315154438-927883088.588715,Pleocnemia cumingiana,PLECUM,Polypodiales,Dryopteridaceae,Pleocnemia,cumingiana,,,,,Perennial,,,,NPSA,,Native,,,
20100315154438-928513884.544373,Leptospermum scoparium,LEPSCO,Myrtales,Myrtaceae,Leptospermum,scoparium,,J. R. & G. Forst.,Wagner et al. 2012,"Oppenheimer, 2004",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-928513884.544373,Leptospermum scoparium,LEPSCO,Myrtales,Myrtaceae,Leptospermum,scoparium,,J. R. & G. Forst.,Wagner et al. 2012,"Oppenheimer, 2004",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
