Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-117402136.325836,Gamochaeta purpurea,GAMPUR,Asterales,Asteraceae,Gamochaeta,purpurea,,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,Biennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHE,Herb,Non-Native,purple cudweed,nat,
20100315154438-117402136.325836,Gamochaeta purpurea,GAMPUR,Asterales,Asteraceae,Gamochaeta,purpurea,,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,Biennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHO,Herb,Non-Native,purple cudweed,nat,
20100315154438-118249237.537384,Polystichum haleakalense,POLHAL,Polypodiales,Dryopteridaceae,Polystichum,haleakalense,,Brack.,,2012 Bishop Museum Technical Report 60,Palmer 2003,"papa`oi, ka`upu",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HALE,,Native,,end,
20100315154438-118249237.537384,Polystichum haleakalense,POLHAL,Polypodiales,Dryopteridaceae,Polystichum,haleakalense,,Brack.,,2012 Bishop Museum Technical Report 60,Palmer 2003,"papa`oi, ka`upu",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Native,,end,
20100315154438-118437349.796295,Pittosporum terminalioides,PITTER,Rosales,Pittosporaceae,Pittosporum,terminalioides,,Planch. ex A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"ha‘awa, ho‘awa, hoawa",Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,hō‘awa,end,
20100315154438-118437349.796295,Pittosporum terminalioides,PITTER,Rosales,Pittosporaceae,Pittosporum,terminalioides,,Planch. ex A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"ha‘awa, ho‘awa, hoawa",Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Native,hō‘awa,end,
20100315154438-119043529.033661,Spermacoce ovalifolia,SPEOVA,Rubiales,Rubiaceae,Spermacoce,ovalifolia,,(M. Martens & Galeotti) Hemsl.,,Wagner et al. 2012,"Lorence et al., 1995; Wagner et al., 1997; Oppenheimer, 2003",broadleaf false buttonweed,Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data. Updated life form in xref table from PLANTS database.,NPSA,,Non-Native,,,
20100315154438-119544029.23584,Asparagus spp.,ASPARA,Liliales,Asparagaceae,Asparagus,spp.,,,,,,Asparagus fern,,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HALE,Herb,Non-Native,asparagus fern,nat,
20100315154438-119544029.23584,Asparagus spp.,ASPARA,Liliales,Asparagaceae,Asparagus,spp.,,,,,,Asparagus fern,,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",KALA,Herb,Non-Native,asparagus fern,nat,
20100315154438-119544029.23584,Asparagus spp.,ASPARA,Liliales,Asparagaceae,Asparagus,spp.,,,,,,Asparagus fern,,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,Herb,Non-Native,asparagus fern,nat,
20100315154438-119792342.185974,Deparia marginalis,DEPMAR,Polypodiales,Woodsiaceae,Deparia,marginalis,,(Hillebr.) M.Kato,,2012 Bishop Museum Technical Report 60,Kato 2001; Palmer 2003,marginal false spleenwort,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,HALE,,Native,,end,
20100315154438-119792342.185974,Deparia marginalis,DEPMAR,Polypodiales,Woodsiaceae,Deparia,marginalis,,(Hillebr.) M.Kato,,2012 Bishop Museum Technical Report 60,Kato 2001; Palmer 2003,marginal false spleenwort,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,KALA,,Native,,end,
20100315154438-119875490.665436,Melicope orbicularis,MELORB,Sapindales,Rutaceae,Melicope,orbicularis,,(Hillebr.) T.G.Hartley & B.C.Stone,Pelea orbicularis Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989,alani,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",HALE,Tree,Native,,end,
20100315154438-120011270.046234,Codiaeum variegatum,CODVAR,Euphorbiales,Euphorbiaceae,Codiaeum,variegatum,,(L.) Juss.,,ITIS,,garden croton,Perennial,TRUE,,,,AMME,Tree,Non-Native,,,
20100315154438-120011270.046234,Codiaeum variegatum,CODVAR,Euphorbiales,Euphorbiaceae,Codiaeum,variegatum,,(L.) Juss.,,ITIS,,garden croton,Perennial,TRUE,,,,WAPA,Tree,Non-Native,,,
20100315154438-120011270.046234,Codiaeum variegatum,CODVAR,Euphorbiales,Euphorbiaceae,Codiaeum,variegatum,,(L.) Juss.,,ITIS,,garden croton,Perennial,TRUE,,,,NPSA,Tree,Non-Native,garden croton,nat,
20100315154438-120123505.592346,Polyscias kavaiensis,POLKAV,Apiales,Araliaceae,Polyscias,kavaiensis,,,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,Perennial,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HAVO,,Native,`ohe`ohe,,
20100315154438-120123505.592346,Polyscias kavaiensis,POLKAV,Apiales,Araliaceae,Polyscias,kavaiensis,,,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,Perennial,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HALE,,Native,`ohe`ohe,,
20100315154438-120123505.592346,Polyscias kavaiensis,POLKAV,Apiales,Araliaceae,Polyscias,kavaiensis,,,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,Perennial,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,KALA,,Native,`ohe`ohe,,
20100315154438-121549963.951111,Cyanthillium cinereum var. parviflora,CYACIN1,Asterales,Asteraceae,Cyanthillium,cinereum,var. parviflora,,,,,Little ironweed,Annual,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-122256934.642792,Clermontia oblongifolia ssp. brevipes,CLEOBL1,Campanulales,Campanulaceae,Clermontia,oblongifolia,ssp. brevipes,Gaudich.; (E.Wimm.) Lammers,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,"`Oha wai, Oahu clermontia",Perennial,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,,Native,,end,
20100315154438-122826933.860779,Chloris gayana,CHLGAY,Cyperales,Poaceae,Chloris,gayana,,Kunth,,Wagner et al. 2012,"Hughes, 1995","rhodesgrass, Rhodes grass",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-123082816.6008,Narcissus spp.,NARSP.,Liliales,Liliaceae,Narcissus,spp.,,,,,,,,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,,Non-Native,,,
20100315154438-123320698.738098,Peperomia globulanthera,PEPGLO,Piperales,Piperaceae,Peperomia,globulanthera,,C. DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,`ala`ala-wai-nui,Both,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Native,‘ala‘ala wai nui,end,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,NPSA,Shrub,Non-Native,lauti,nat,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,WAPA,Shrub,Non-Native,ti,,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,Eragrostis hobdyi H.St.John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,"kalamalo, kawelu, ‘emoloa",Perennial,TRUE,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Grass,Native,kāwelu,end,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,Eragrostis hobdyi H.St.John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,"kalamalo, kawelu, ‘emoloa",Perennial,TRUE,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Grass,Native,kāwelu,end,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,Eragrostis hobdyi H.St.John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,"kalamalo, kawelu, ‘emoloa",Perennial,TRUE,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,Grass,Native,kāwelu,end,
20100315154438-125469803.81012,Ocimum basilicum,OCIBAS,Lamiales,Lamiaceae,Ocimum,basilicum,,L.,,Wagner et al. 2012,"Oppenheimer, 2010","sweet basil, common basil, ki 'a'ala",Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-126250088.214874,Peucedanum sandwicense,PEUSAN,Apiales,Apiaceae,Peucedanum,sandwicense,,Hillebr.,,Wagner et al. 2012,"Herbarium Pacificum Staff, 1998",makou,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,KALA,,Native,,end,T
20100315154438-126507401.46637,Dracaena fragrans,DRAFRA,Liliales,Liliaceae,Dracaena,fragrans,,,,,,fragrant dracaena,Perennial,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,,Wagner et al. 2012,"Starr & Starr, 2011",Mauritius hemp,Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,,Wagner et al. 2012,"Starr & Starr, 2011",Mauritius hemp,Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,,Wagner et al. 2012,"Starr & Starr, 2011",Mauritius hemp,Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126585662.36496,Melicope peduncularis,MELPED,Sapindales,Rutaceae,Melicope,peduncularis,,(H.Lév.) T.G.Hartley & B.C.Stone,Pelea peduncularis H.Lév.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989;,alani,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form",HALE,Tree,Native,,end,
20100315154438-126585662.36496,Melicope peduncularis,MELPED,Sapindales,Rutaceae,Melicope,peduncularis,,(H.Lév.) T.G.Hartley & B.C.Stone,Pelea peduncularis H.Lév.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989;,alani,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form",KALA,Tree,Native,,end,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,pilikai,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,AMME,Herb,Non-Native,spottedheart,,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,pilikai,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,,nat,
