Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-793915212.154388,Angiopteris evecta,ANGEVE,Marattiales,Marattiaceae,Angiopteris,evecta,,(G. Forst.) Hoffm.,,Commentat. Soc. Regiae Sci. Gott. 12: 29 (1794),"Palmer 2003:48 (O, L, M, H); Staples & Herbst 2005:39 (DESCR); Wood 2006:18 (K); Oppenheimer 2010:37 (Mo)","Mule's-foot fern, giant fern",Perennial,TRUE,2024-03-20T15:30:01Z,Jacob Gross,"added HAVO record; updated common name, Life Form, nativeness, comments for other parks.",HALE,Fern,Non-Native,"mule’s-foot fern, giant fern",nat,
20100315154438-79409360.8856201,Acalypha amentacea ssp. wilkesiana,ACAAME,Euphorbiales,Euphorbiaceae,Acalypha,amentacea,ssp. wilkesiana,,,,,Joseph's Coat,Perennial,FALSE,,,,AMME,,Non-Native,,,
20100315154438-794173538.684845,Oberonia heliophila,OBEHEL,Orchidales,Orchidaceae,Oberonia,heliophila,,,,,,,Perennial,FALSE,,,,NPSA,,Native,oketi,,
20100315154438-794663429.260254,Polyscias fruticosa,POLFRU,Apiales,Araliaceae,Polyscias,fruticosa,,,,,,Ming aralia,Perennial,FALSE,,,,AMME,,Non-Native,,,
20100315154438-79509556.2934875,Plumbago indica,PLUIND2,Plumbaginales,Plumbaginaceae,Plumbago,indica,,Linnaeus,,,Staples & Herbst 2005,whorled plantain,Perennial,TRUE,,,,AMME,Herb,Non-Native,,,
20100315154438-795186281.204224,Ascarina diffusa,ASCDIF,Piperales,Chloranthaceae,Ascarina,diffusa,,,,,,"lau afia, afia",Perennial,FALSE,,,,NPSA,,Native,,,
20100315154438-795397341.251373,Cenchrus calyculatus,CENCAL,Cyperales,Poaceae,Cenchrus,calyculatus,,,,,,,Annual,TRUE,,,,NPSA,Grass,Native,,,
20100315154438-797012567.520142,Justicia procumbens,JUSPRO,Scrophulariales,Acanthaceae,Justicia,procumbens,,,,,,,Perennial,FALSE,,,,NPSA,,Non-Native,,,
20100315154438-797159671.783447,Calotropis gigantea,CALGIG,Gentianales,Asclepiadaceae,Calotropis,gigantea,,(L.) W. T. Aiton,,Wagner et al. 2012,"Starr et al., 2003, 2004; Wysong & Hughes, 2007; Frohlich & Lau, 2008","crown flower, puakalaunu",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KAHO,,Non-Native,,nat,
20100315154438-797159671.783447,Calotropis gigantea,CALGIG,Gentianales,Asclepiadaceae,Calotropis,gigantea,,(L.) W. T. Aiton,,Wagner et al. 2012,"Starr et al., 2003, 2004; Wysong & Hughes, 2007; Frohlich & Lau, 2008","crown flower, puakalaunu",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Non-Native,,nat,
20100315154438-797159671.783447,Calotropis gigantea,CALGIG,Gentianales,Asclepiadaceae,Calotropis,gigantea,,(L.) W. T. Aiton,,Wagner et al. 2012,"Starr et al., 2003, 2004; Wysong & Hughes, 2007; Frohlich & Lau, 2008","crown flower, puakalaunu",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHE,,Non-Native,,nat,
20100315154438-797270655.632019,Pterolepis glomerata,PTEGLO,Myrtales,Melastomataceae,Pterolepis,glomerata,,(Rottb.) Miq.,,Wagner et al. 2012,"Hughes, 1995; Wood, 2006",false meadowbeauty,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-797297298.908234,Dietes iridioides,DIEIRI,Liliales,Iridaceae,Dietes,iridioides,,(L.) Sweet,,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Frohlich & Lau 2012,,Perennial,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,,Non-Native,,nat,
20100315154438-79801440.2389526,Pisonia sandwicensis,PISSAN,Caryophyllales,Nyctaginaceae,Pisonia,sandwicensis,,Hillebr.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,aulu,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,KALA,,Native,,end,
20100315154438-798773527.145386,Trichomanes endlicherianum,TRIEND,Polypodiales,Hymenophyllaceae,Trichomanes,endlicherianum,,,,,,,Perennial,FALSE,,,,NPSA,,Native,,,
20100315154438-798884391.784668,Timonius nitidus,TIMNIT,Rubiales,Rubiaceae,Timonius,nitidus,,(Bartl. ex DC.) F.-Vill.,,Yoshioka,,"sumac-lada, maholoc layu",,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",WAPA,Shrub,Native,sumac-lada,,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",AMME,Shrub,Native,nanaso,,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KAHO,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHO,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHE,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Shrub,Native,naupaka kahakai,ind,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",WAPA,Shrub,Native,nanaso,,
20100315154438-798922359.94339,Scaevola taccada,SCATAC,Campanulales,Goodeniaceae,Scaevola,taccada,,(Gaertn.) Roxb.,Scaevola sericea Vahl,Wagner et al. 2012,"Shannon et al., 1997",naupaka kahakai,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",NPSA,Shrub,Native,to‘ito‘i,ind,
20100315154438-800219297.409058,Hesperomannia arborescens,HESARB,Asterales,Asteraceae,Hesperomannia,arborescens,,A. Gray,,Wagner et al. 2012,"Herbarium Pacificum Staff, 1999",Lanai island-aster,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,KALA,,Native,,end,E
20100315154438-800465285.778046,Lygodium microphyllum,LYGMIC,Polypodiales,Lygodiaceae,Lygodium,microphyllum,,(Cav.) R. Br.,,Raulerson & Rinehart,,"small leaf climbing fern, Old World climbing fern",Perennial,TRUE,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,WAPA,Fern,Native,small leaf climbing fern,,
20100315154438-800609946.250916,Dovyalis hebecarpa,DOVHEB,Violales,Salicaceae,Dovyalis,hebecarpa,,(G. Gardn.) Warb.,,Wagner et al. 2012,"Herbst, 1998",Ceylon gooseberry,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,HAVO,,Non-Native,,nat,
20100315154438-800669848.918915,Rhaphiolepis umbellata,RHAUMB,Rosales,Rosaceae,Rhaphiolepis,umbellata,,,,,,"Kokotan, Yeddo hawthorn",,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-801126182.079315,Perrottetia sandwicensis,PERSAN,Celastrales,Dipentodontaceae,Perrottetia,sandwicensis,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"waimea, pia‘a olomea",Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,olomea,end,
20100315154438-801126182.079315,Perrottetia sandwicensis,PERSAN,Celastrales,Dipentodontaceae,Perrottetia,sandwicensis,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"waimea, pia‘a olomea",Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Native,olomea,end,
20100315154438-801126182.079315,Perrottetia sandwicensis,PERSAN,Celastrales,Dipentodontaceae,Perrottetia,sandwicensis,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"waimea, pia‘a olomea",Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Native,olomea,end,
20100315154438-801583111.286163,Clermontia samuelii ssp. samuelii,CLESAM1,Campanulales,Campanulaceae,Clermontia,samuelii,ssp. samuelii,C.N.Forbes,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,Hana clermontia,Perennial,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,,Native,,end,
20100315154438-802587389.945984,Begonia spp.,BEGSP.,Violales,Begoniaceae,Begonia,spp.,,,,,,unidentified begonia,Perennial,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,,Non-Native,,,
20100315154438-803330302.238464,Cyclosorus harveyi,CYCHAR,Polypodiales,Thelypteridaceae,Cyclosorus,harveyi,,(Mett.)Holtum,Christella harveyi (Mett.)Holtum,Whistler 1994/Wagner et al. 2012 (Genera change),,,,TRUE,,,,NPSA,Herb,Native,Cyclosorus harveyi,ind,
20100315154438-803734779.35791,Pleomele aurea,PLEAUR,Liliales,Asparagaceae,Pleomele,aurea,,(H.Mann) N.E.Br.,Pleomele stenophylla H.St.John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Jankalski 2008,halalpepe,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated",PUHE,,Native,,end,
20100315154438-804267168.045044,Galium spp.,GALSP.,Rubiales,Rubiaceae,Galium,spp.,,,,,,bedstraw,Both,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,Herb,Non-Native,bedstraw,nat,
20100315154438-80475986.0038757,Iris germanica,IRIGER,Liliales,Iridaceae,Iris,germanica,,,,,,"orris, German iris",Perennial,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-804763615.131378,Chenopodium album,CHEALB,Caryophyllales,Amaranthaceae,Chenopodium,album,,L.,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2003","common lambsquarters, white goosefoot, lambsquarters",Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,HAVO,,Non-Native,,nat,
20100315154438-804763615.131378,Chenopodium album,CHEALB,Caryophyllales,Amaranthaceae,Chenopodium,album,,L.,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2003","common lambsquarters, white goosefoot, lambsquarters",Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,PUHO,,Non-Native,,nat,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Tree,Native,wiliwili,end,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,wiliwili,end,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Native,wiliwili,end,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Native,wiliwili,end,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Tree,Native,wiliwili,end,
20100315154438-804791986.942291,Erythrina sandwicensis,ERYSAN,Fabales,Fabaceae,Erythrina,sandwicensis,,O. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,wiliwili,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Tree,Native,wiliwili,end,
20100315154438-805275440.216064,Asplenium multifidum,ASPMUL,Polypodiales,Aspleniaceae,Asplenium,multifidum,,Brack.,,USDA - internet 2011,,,Perennial,TRUE,,,,NPSA,Fern,Native,Asplenium multifidum,ind,
20100315154438-805818855.762482,Coccinia grandis,COCGRA,Violales,Cucurbitaceae,Coccinia,grandis,,(L.) Voigt,,Wagner et al. 2012,"Starr et al., 1999, 2010; Oppenheimer & Bartlett, 2000; Oppenheimer, 2007",ivy gourd,Perennial,TRUE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,AMME,Vine,Non-Native,ivy gourd,,
20100315154438-805818855.762482,Coccinia grandis,COCGRA,Violales,Cucurbitaceae,Coccinia,grandis,,(L.) Voigt,,Wagner et al. 2012,"Starr et al., 1999, 2010; Oppenheimer & Bartlett, 2000; Oppenheimer, 2007",ivy gourd,Perennial,TRUE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,KAHO,Vine,Non-Native,ivy gourd,nat,
20100315154438-805818855.762482,Coccinia grandis,COCGRA,Violales,Cucurbitaceae,Coccinia,grandis,,(L.) Voigt,,Wagner et al. 2012,"Starr et al., 1999, 2010; Oppenheimer & Bartlett, 2000; Oppenheimer, 2007",ivy gourd,Perennial,TRUE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,PUHE,Vine,Non-Native,ivy gourd,nat,
20100315154438-805818855.762482,Coccinia grandis,COCGRA,Violales,Cucurbitaceae,Coccinia,grandis,,(L.) Voigt,,Wagner et al. 2012,"Starr et al., 1999, 2010; Oppenheimer & Bartlett, 2000; Oppenheimer, 2007",ivy gourd,Perennial,TRUE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,PUHO,Vine,Non-Native,ivy gourd,nat,
20100315154438-805818855.762482,Coccinia grandis,COCGRA,Violales,Cucurbitaceae,Coccinia,grandis,,(L.) Voigt,,Wagner et al. 2012,"Starr et al., 1999, 2010; Oppenheimer & Bartlett, 2000; Oppenheimer, 2007",ivy gourd,Perennial,TRUE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,NPSA,Vine,Non-Native,aivi,nat,
20100315154438-80642759.7999573,Coprosma foliosa,COPFOL,Rubiales,Rubiaceae,Coprosma,foliosa,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,pilo,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,pilo,end,
20100315154438-80642759.7999573,Coprosma foliosa,COPFOL,Rubiales,Rubiaceae,Coprosma,foliosa,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,pilo,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Native,pilo,end,
20100315154438-806607842.445374,Kleinhovia hospita,KLEHOS,Malvales,Sterculiaceae,Kleinhovia,hospita,,L.,,Whistler 2004,,fu'afu'a,Perennial,TRUE,,,,NPSA,Tree,Native,lau fu‘afu‘a,ind,
20100315154438-80691337.5854492,Alpinia samoensis,ALPSAM,Zingiberales,Zingiberaceae,Alpinia,samoensis,,,,,,,Perennial,FALSE,,,,NPSA,,Native,,,
20100315154438-807041287.42218,Peperomia blanda var. floribunda,PEPBLA,Piperales,Piperaceae,Peperomia,blanda,var. floribunda,(Jacq.) Kunth; (Miq.) H. Huber,"Peperomia leptostachya Hook. & Arn., non (Nutt.) Chapman",Wagner et al. 2012,"Huber, 1987; Florence, 1997",‘ala‘ala wai nui,Both,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Herb,Native,‘ala‘ala wai nui,ind,
20100315154438-807041287.42218,Peperomia blanda var. floribunda,PEPBLA,Piperales,Piperaceae,Peperomia,blanda,var. floribunda,(Jacq.) Kunth; (Miq.) H. Huber,"Peperomia leptostachya Hook. & Arn., non (Nutt.) Chapman",Wagner et al. 2012,"Huber, 1987; Florence, 1997",‘ala‘ala wai nui,Both,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Herb,Native,‘ala‘ala wai nui,ind,
20100315154438-807041287.42218,Peperomia blanda var. floribunda,PEPBLA,Piperales,Piperaceae,Peperomia,blanda,var. floribunda,(Jacq.) Kunth; (Miq.) H. Huber,"Peperomia leptostachya Hook. & Arn., non (Nutt.) Chapman",Wagner et al. 2012,"Huber, 1987; Florence, 1997",‘ala‘ala wai nui,Both,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,Herb,Native,‘ala‘ala wai nui,ind,
20100315154438-807041287.42218,Peperomia blanda var. floribunda,PEPBLA,Piperales,Piperaceae,Peperomia,blanda,var. floribunda,(Jacq.) Kunth; (Miq.) H. Huber,"Peperomia leptostachya Hook. & Arn., non (Nutt.) Chapman",Wagner et al. 2012,"Huber, 1987; Florence, 1997",‘ala‘ala wai nui,Both,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",NPSA,Herb,Native,‘ala‘ala wai nui,,
20100315154438-807041287.42218,Peperomia blanda var. floribunda,PEPBLA,Piperales,Piperaceae,Peperomia,blanda,var. floribunda,(Jacq.) Kunth; (Miq.) H. Huber,"Peperomia leptostachya Hook. & Arn., non (Nutt.) Chapman",Wagner et al. 2012,"Huber, 1987; Florence, 1997",‘ala‘ala wai nui,Both,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHO,Herb,Native,‘ala‘ala wai nui,ind,
20100315154438-80714643.0015564,Dioscorea esculenta var. tiliaefolia,DIOESC2,Liliales,Dioscoreaceae,Dioscorea,esculenta,var. tiliaefolia,,,,,lesser yam,Perennial,FALSE,,,,WAPA,,Non-Native,,,
20100315154438-807689309.120178,Lastreopsis davallioides,LASDAV,Polypodiales,Dryopteridaceae,Lastreopsis,davallioides,,,,,,,Perennial,FALSE,,,,NPSA,,Native,,,
20100315154438-807779788.970947,Phaseolus spp.,PHASP.,Fabales,Fabaceae,Phaseolus,spp.,,,,,,,,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,,Non-Native,,,
20100315154438-807886719.703674,Malaxis resupinata,MALRES,Orchidales,Orchidaceae,Malaxis,resupinata,,,,,,,Perennial,FALSE,,,,NPSA,,Native,oketi,,
20100315154438-807941019.535065,Dicksonia brackenridgei,DICBRA,Polypodiales,Dicksoniaceae,Dicksonia,brackenridgei,,,,,,,Perennial,FALSE,,,,NPSA,,Native,,,
20100315154438-80808043.4799194,Buddleja davidii,BUDDAV,Scrophulariales,Scrophulariaceae,Buddleja,davidii,,Franch.,,Wagner et al. 2012,"Shannon & Wagner, 1996; Starr et al., 2003",orange eye butterflybush,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,HALE,,Non-Native,,nat,
20100315154438-80808043.4799194,Buddleja davidii,BUDDAV,Scrophulariales,Scrophulariaceae,Buddleja,davidii,,Franch.,,Wagner et al. 2012,"Shannon & Wagner, 1996; Starr et al., 2003",orange eye butterflybush,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,HAVO,,Non-Native,,nat,
