Species_ID,Update_Date,Update_By,Park,Life_Form,Nativity,Distribution,Conservation_Status,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Comments,Park_Common_Name
20100315154438-856967210.769653,2015-03-17T00:00:00Z,Kelly Kozar,KAHO,,Native,,,Polyscias sandwicensis,POLSAN,Apiales,Araliaceae,Polyscias,sandwicensis,,(A. Gray) Lowry & G.M. Plunkett,2012 Bishop Museum Technical Report 60,Lowry & Plunkett 2010:74,Perennial,Updated life form in cross reference table from data in the PLANTS database.  Updated to accepted na,‘ohe
20100315154438-856967210.769653,2015-03-17T00:00:00Z,Kelly Kozar,KALA,,Native,,,Polyscias sandwicensis,POLSAN,Apiales,Araliaceae,Polyscias,sandwicensis,,(A. Gray) Lowry & G.M. Plunkett,2012 Bishop Museum Technical Report 60,Lowry & Plunkett 2010:74,Perennial,Updated life form in cross reference table from data in the PLANTS database.  Updated to accepted na,‘ohe
20100315154438-856967210.769653,2015-03-17T00:00:00Z,Kelly Kozar,PUHE,,Native,,,Polyscias sandwicensis,POLSAN,Apiales,Araliaceae,Polyscias,sandwicensis,,(A. Gray) Lowry & G.M. Plunkett,2012 Bishop Museum Technical Report 60,Lowry & Plunkett 2010:74,Perennial,Updated life form in cross reference table from data in the PLANTS database.  Updated to accepted na,‘ohe
20100315154438-856967210.769653,2015-03-17T00:00:00Z,Kelly Kozar,PUHO,,Native,,,Polyscias sandwicensis,POLSAN,Apiales,Araliaceae,Polyscias,sandwicensis,,(A. Gray) Lowry & G.M. Plunkett,2012 Bishop Museum Technical Report 60,Lowry & Plunkett 2010:74,Perennial,Updated life form in cross reference table from data in the PLANTS database.  Updated to accepted na,‘ohe
20100315154438-856976032.25708,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Herb,Native,end,,Viola maviensis,VIOMAV,Violales,Violaceae,Viola,maviensis,,H. Mann,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Viola maviensis
20100315154438-856976032.25708,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Herb,Native,end,,Viola maviensis,VIOMAV,Violales,Violaceae,Viola,maviensis,,H. Mann,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Viola maviensis
20100315154438-856976032.25708,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Herb,Native,end,,Viola maviensis,VIOMAV,Violales,Violaceae,Viola,maviensis,,H. Mann,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Viola maviensis
20100315154438-857187390.327454,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Non-Native,nat,,Acacia mearnsii,ACAMEA,Fabales,Fabaceae,Acacia,mearnsii,,De Wild.,Wagner et al. 2012,"Hughes, 1995; Starr et al., 2006",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-857187390.327454,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Acacia mearnsii,ACAMEA,Fabales,Fabaceae,Acacia,mearnsii,,De Wild.,Wagner et al. 2012,"Hughes, 1995; Starr et al., 2006",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-857411265.37323,2013-11-07T00:00:00Z,Kelly Kozar,HAVO,,Non-Native,,,Cestrum elegans,CESELE,Solanales,Solanaceae,Cestrum,elegans,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-858399689.19754,2013-12-12T15:38:12Z,Kelly Kozar,KALA,Shrub,Native,end,,Euphorbia degeneri,EUPDEG,Euphorbiales,Euphorbiaceae,Euphorbia,degeneri,,Sherff,Wagner et al. 2012,"Steinmann & Porter, 2002; Yang & Berry, 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",‘akoko
20100315154438-858614802.360535,,,WAPA,,Non-Native,,,Citrus aurantium,CITAUR2,Sapindales,Rutaceae,Citrus,aurantium,,,,,Perennial,,
20100315154438-859481096.2677,,,NPSA,,Non-Native,,,Calopogonium mucunoides,CALMUC,Fabales,Fabaceae,Calopogonium,mucunoides,,,,,Perennial,,
20100315154438-859481096.2677,,,WAPA,,Non-Native,,,Calopogonium mucunoides,CALMUC,Fabales,Fabaceae,Calopogonium,mucunoides,,,,,Perennial,,
20100315154438-860123157.501221,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Lophospermum erubescens,LOPERU,Scrophulariales,Plantaginaceae,Lophospermum,erubescens,,D. Don,Wagner et al. 2012,"Starr et al., 1999",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-860162436.962128,,,NPSA,,Native,,,Selaginella laxa,SELLAX,Selaginellales,Selaginellaceae,Selaginella,laxa,,,,,,,
20100315154438-860589265.823364,2013-11-07T00:00:00Z,Kelly Kozar,HALE,Shrub,Non-Native,nat,,Indigofera spp.,INDSP.,Fabales,Fabaceae,Indigofera,spp.,,,,,,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",indigo
20100315154438-860589265.823364,2013-11-07T00:00:00Z,Kelly Kozar,HAVO,Shrub,Non-Native,nat,,Indigofera spp.,INDSP.,Fabales,Fabaceae,Indigofera,spp.,,,,,,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",indigo
20100315154438-861585140.228271,2013-12-12T15:35:47Z,Kelly Kozar,HALE,,Native,end,,Clermontia grandiflora ssp. munroi,CLEGRA3,Campanulales,Campanulaceae,Clermontia,grandiflora,ssp. munroi,Gaudich.; (H.St.John) Lammers,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-861585140.228271,2013-12-12T15:35:47Z,Kelly Kozar,KALA,,Native,end,,Clermontia grandiflora ssp. munroi,CLEGRA3,Campanulales,Campanulaceae,Clermontia,grandiflora,ssp. munroi,Gaudich.; (H.St.John) Lammers,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-86217463.01651,,,NPSA,,Native,,,Hedyotis biflora,HEDBIF,Rubiales,Rubiaceae,Hedyotis,biflora,,,,,,,
20100315154438-86217463.01651,,,WAPA,,Native,,,Hedyotis biflora,HEDBIF,Rubiales,Rubiaceae,Hedyotis,biflora,,,,,,,
20100315154438-862619340.419769,2013-11-07T00:00:00Z,Kelly Kozar,HALE,Sedge,Native,end,,Carex wahuensis,CARWAH1,Cyperales,Cyperaceae,Carex,wahuensis,,C. A. Mey.,Wagner et al. 2012,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Carex wahuensis
20100315154438-862619340.419769,2013-11-07T00:00:00Z,Kelly Kozar,HAVO,Sedge,Native,end,,Carex wahuensis,CARWAH1,Cyperales,Cyperaceae,Carex,wahuensis,,C. A. Mey.,Wagner et al. 2012,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Carex wahuensis
20100315154438-862619340.419769,2013-11-07T00:00:00Z,Kelly Kozar,KALA,Sedge,Native,end,,Carex wahuensis,CARWAH1,Cyperales,Cyperaceae,Carex,wahuensis,,C. A. Mey.,Wagner et al. 2012,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Carex wahuensis
20100315154438-862697243.690491,,,HALE,,Non-Native,,,Pinus coulteri,PINCOU,Pinales,Pinaceae,Pinus,coulteri,,,,,Perennial,,
20100315154438-863587379.455566,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Jacaranda mimosifolia,JACMIM,Scrophulariales,Bignoniaceae,Jacaranda,mimosifolia,,D. Don,Wagner et al. 2012,Oppenheimer 2008,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-863587379.455566,2013-12-13T12:17:25Z,Kelly Kozar,KALA,,Non-Native,nat,,Jacaranda mimosifolia,JACMIM,Scrophulariales,Bignoniaceae,Jacaranda,mimosifolia,,D. Don,Wagner et al. 2012,Oppenheimer 2008,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-864261746.406555,,,HALE,,Non-Native,,,Thuja occidentalis,THUOCC,Pinales,Cupressaceae,Thuja,occidentalis,,,,,Perennial,,
20100315154438-864292025.566101,,,HAVO,,Non-Native,,,Mimusops elengi,MIMELE,Ebenales,Sapotaceae,Mimusops,elengi,,,,,Perennial,,
20100315154438-864534497.261047,,,NPSA,Tree,Native,ind,,Erythrospermum acuminatissimum,ERYACU,Violales,Flacourtiaceae,Erythrospermum,acuminatissimum,,(A. Gray) A.C. Smith,Whistler 2004,,,,Erythrospermum acuminatissimum
20100315154438-864964604.377747,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Non-Native,nat,,Lonicera japonica,LONJAP,Dipsacales,Caprifoliaceae,Lonicera,japonica,,Thunb.,Wagner et al. 2012,"Starr et al., 2002; Frohlich & Lau, 2008",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-864964604.377747,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Lonicera japonica,LONJAP,Dipsacales,Caprifoliaceae,Lonicera,japonica,,Thunb.,Wagner et al. 2012,"Starr et al., 2002; Frohlich & Lau, 2008",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-865658223.628998,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Logfia gallica,LOGGAL,Asterales,Asteraceae,Logfia,gallica,,(L.) Coss. & Germ.,Wagner et al. 2012,"Wagner et al., 1997",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-865830957.889557,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Cynoglossum amabile,CYNAMA,Lamiales,Boraginaceae,Cynoglossum,amabile,,Stapf. & J. R.,Wagner et al. 2012,"Oppenheimer, 2010",Biennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-865901350.975037,2013-12-12T15:30:01Z,Kelly Kozar,HAVO,,Non-Native,nat,,Zephyranthes grandiflora,ZEPGRA,Liliales,Amaryllidaceae,Zephyranthes,grandiflora,,Lindley,Wagner et al. 2012,"Oppenheimer, 2011",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-866232037.54425,,,NPSA,,Non-Native,,,Ceiba pentandra,CEIPEN,Malvales,Bombacaceae,Ceiba,pentandra,,,,,Perennial,,
20100315154438-866232037.54425,,,WAPA,,Non-Native,,,Ceiba pentandra,CEIPEN,Malvales,Bombacaceae,Ceiba,pentandra,,,,,Perennial,,
20100315154438-866645038.127899,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Tree,Native,end,,Psychotria hawaiiensis var. hawaiiensis,PSYHAW1,Rubiales,Rubiaceae,Psychotria,hawaiiensis,var. hawaiiensis,(A. Gray) Fosb.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kōpiko ‘ula
20100315154438-866645038.127899,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Tree,Native,end,,Psychotria hawaiiensis var. hawaiiensis,PSYHAW1,Rubiales,Rubiaceae,Psychotria,hawaiiensis,var. hawaiiensis,(A. Gray) Fosb.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kōpiko ‘ula
20100315154438-866645038.127899,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Tree,Native,end,,Psychotria hawaiiensis var. hawaiiensis,PSYHAW1,Rubiales,Rubiaceae,Psychotria,hawaiiensis,var. hawaiiensis,(A. Gray) Fosb.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kōpiko ‘ula
20100315154438-866649389.266968,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Rush,Non-Native,nat,,Juncus effusus,JUNEFF,Juncales,Juncaceae,Juncus,effusus,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Imada 2007; Frohlich & Lau 2012,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Japanese mat rush
20100315154438-866649389.266968,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Rush,Non-Native,nat,,Juncus effusus,JUNEFF,Juncales,Juncaceae,Juncus,effusus,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Imada 2007; Frohlich & Lau 2012,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Japanese mat rush
20100315154438-866649389.266968,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Rush,Non-Native,nat,,Juncus effusus,JUNEFF,Juncales,Juncaceae,Juncus,effusus,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Imada 2007; Frohlich & Lau 2012,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Japanese mat rush
20100315154438-866705119.609833,,,AMME,Tree,Native,,,Ficus tinctoria,FICTIN1,Urticales,Moraceae,Ficus,tinctoria,,Forst. f.,Whistler 2004,,Perennial,,hodda
20100315154438-866705119.609833,,,NPSA,Tree,Native,ind,,Ficus tinctoria,FICTIN1,Urticales,Moraceae,Ficus,tinctoria,,Forst. f.,Whistler 2004,,Perennial,,mati vao
20100315154438-866705119.609833,,,WAPA,Tree,Native,,,Ficus tinctoria,FICTIN1,Urticales,Moraceae,Ficus,tinctoria,,Forst. f.,Whistler 2004,,Perennial,,hodda
20100315154438-866763830.184937,,,HALE,Herb,Non-Native,nat,,Daucus carota ssp. sativus,DAUCAR,Apiales,Apiaceae,Daucus,carota,ssp. sativus,"L., (Hoffm.) Arcang.",USDA - internet 2011,,Annual,,wild carrot
20100315154438-866763830.184937,,,HAVO,Herb,Non-Native,nat,,Daucus carota ssp. sativus,DAUCAR,Apiales,Apiaceae,Daucus,carota,ssp. sativus,"L., (Hoffm.) Arcang.",USDA - internet 2011,,Annual,,wild carrot
20100315154438-868004083.633423,,,HAVO,,Non-Native,,,Podocarpus nagi,PODNAG,Pinales,Podocarpaceae,Podocarpus,nagi,,,,,Perennial,,
20100315154438-868065297.603607,,,HALE,Tree,Non-Native,nat,,Citrus aurantifolia,CITAUR1,Sapindales,Rutaceae,Citrus,aurantifolia,,"(Christm.) Swingle, orth. var.",USDA - internet 2011,,Perennial,,key lime
20100315154438-868065297.603607,,,HAVO,Tree,Non-Native,nat,,Citrus aurantifolia,CITAUR1,Sapindales,Rutaceae,Citrus,aurantifolia,,"(Christm.) Swingle, orth. var.",USDA - internet 2011,,Perennial,,key lime
20100315154438-868065297.603607,,,NPSA,Tree,Non-Native,nat,,Citrus aurantifolia,CITAUR1,Sapindales,Rutaceae,Citrus,aurantifolia,,"(Christm.) Swingle, orth. var.",USDA - internet 2011,,Perennial,,key lime
20100315154438-868065297.603607,,,WAPA,Tree,Non-Native,,,Citrus aurantifolia,CITAUR1,Sapindales,Rutaceae,Citrus,aurantifolia,,"(Christm.) Swingle, orth. var.",USDA - internet 2011,,Perennial,,
20100315154438-868107080.459595,2013-12-13T12:17:25Z,Kelly Kozar,HALE,Tree,Native,end,,Melicope haleakalae,MELHAL,Sapindales,Rutaceae,Melicope,haleakalae,,(B.C.Stone) T.G.Hartley & B.C.Stone,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989,Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-868339776.992798,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Tree,Non-Native,nat,,Syzygium jambos,SYZJAM,Myrtales,Myrtaceae,Syzygium,jambos,,(L.) Alston,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,rose apple
20100315154438-868339776.992798,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Tree,Non-Native,nat,,Syzygium jambos,SYZJAM,Myrtales,Myrtaceae,Syzygium,jambos,,(L.) Alston,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,rose apple
20100315154438-868339776.992798,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Tree,Non-Native,nat,,Syzygium jambos,SYZJAM,Myrtales,Myrtaceae,Syzygium,jambos,,(L.) Alston,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,rose apple
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,AMME,Shrub,Non-Native,,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,HALE,Shrub,Non-Native,nat,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,HAVO,Shrub,Non-Native,nat,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,KAHO,Shrub,Non-Native,nat,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,KALA,Shrub,Non-Native,nat,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,NPSA,Shrub,Non-Native,,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,PUHO,Shrub,Non-Native,nat,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-86934626.1024475,2013-12-12T15:30:01Z,Kelly Kozar,WAPA,Shrub,Non-Native,,,Indigofera suffruticosa,INDSUF,Fabales,Fabaceae,Indigofera,suffruticosa,,Mill.,Wagner et al. 2012,"Hughes, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,indigo
20100315154438-869951605.796814,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Fern ally,Native,ind,,Lycopodiella cernua,LYCCER1,Lycopodiales,Lycopodiaceae,Lycopodiella,cernua,,(L.) Pic. Serm.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wāwae‘iole
20100315154438-869951605.796814,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Fern ally,Native,ind,,Lycopodiella cernua,LYCCER1,Lycopodiales,Lycopodiaceae,Lycopodiella,cernua,,(L.) Pic. Serm.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wāwae‘iole
20100315154438-869951605.796814,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Fern ally,Native,ind,,Lycopodiella cernua,LYCCER1,Lycopodiales,Lycopodiaceae,Lycopodiella,cernua,,(L.) Pic. Serm.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wāwae‘iole
20100315154438-869951605.796814,2013-12-12T15:35:47Z,Kelly Kozar,WAPA,Fern ally,Native,,,Lycopodiella cernua,LYCCER1,Lycopodiales,Lycopodiaceae,Lycopodiella,cernua,,(L.) Pic. Serm.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,staghorn clubmoss
20100315154438-870095133.781433,,,NPSA,,Native,,,Scirpodendron ghaeri,SCIGHA,Cyperales,Cyperaceae,Scirpodendron,ghaeri,,,,,Perennial,,
20100315154438-870190680.027008,2013-12-12T15:30:01Z,Kelly Kozar,HALE,Shrub,Native,end,,Chenopodium oahuense,CHEOAH,Caryophyllales,Amaranthaceae,Chenopodium,oahuense,,(Meyen) Aellen,Wagner et al. 2012,"Starr et al., 2006",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,aheahea
20100315154438-870190680.027008,2013-12-12T15:30:01Z,Kelly Kozar,HAVO,Shrub,Native,end,,Chenopodium oahuense,CHEOAH,Caryophyllales,Amaranthaceae,Chenopodium,oahuense,,(Meyen) Aellen,Wagner et al. 2012,"Starr et al., 2006",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,alaweo
20100315154438-870190680.027008,2013-12-12T15:30:01Z,Kelly Kozar,KAHO,Shrub,Native,end,,Chenopodium oahuense,CHEOAH,Caryophyllales,Amaranthaceae,Chenopodium,oahuense,,(Meyen) Aellen,Wagner et al. 2012,"Starr et al., 2006",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,aheahea
